GameID,Ha,pHa,La,LotShapeA,LotNumA,Hb,pHb,Lb,LotShapeB,LotNumB,Corr,Amb
79967,22,1,22,-,1,107,0.05,21,L-skew,4,0,0
79968,27,0.75,-9,-,1,55,0.6,-43,-,1,0,1
79969,29,1,29,-,1,29,0.8,11,-,1,0,0
79970,-7,1,-7,-,1,14,0.5,-31,R-skew,6,0,0
79971,28,1,28,-,1,29,0.99,28,Symm,7,0,0
79972,39,0.2,9,-,1,19,0.8,1,Symm,3,0,0
79973,106,0.2,6,R-skew,3,16,0.99,15,-,1,0,0
79974,17,1,17,-,1,26,0.2,7,Symm,9,0,0
79975,50,0.2,14,-,1,34,0.01,22,L-skew,5,0,0
79976,20,1,20,-,1,150,0.05,11,Symm,9,0,0
79977,8,0.01,5,-,1,8,0.6,-7,-,1,0,0
79978,-1,0.75,-34,R-skew,3,70,0.05,-14,Symm,5,0,0
79979,28,1,28,-,1,44,0.01,18,-,1,0,0
79980,26,0.01,11,L-skew,2,55,0.1,-6,L-skew,5,0,0
79981,61,0.01,-3,-,1,9,0.6,0,Symm,9,0,0
79982,20,0.75,-27,-,1,16,0.95,8,-,1,1,0
79983,32,0.8,-43,Symm,9,17,1,17,R-skew,4,0,0
79984,-2,1,-2,-,1,20,0.25,-22,-,1,0,0
79985,35,0.8,-20,-,1,69,0.2,15,R-skew,6,0,0
79986,-2,1,-2,-,1,40,0.2,-18,-,1,0,1
79987,39,0.2,-11,-,1,25,0.1,-7,L-skew,2,0,0
79988,23,0.1,-1,Symm,7,4,0.95,-12,L-skew,5,0,0
79989,31,0.6,28,L-skew,4,47,0.1,15,-,1,0,1
79990,5,1,5,-,1,56,0.4,-34,-,1,0,0
79991,21,1,21,-,1,16,0.9,-20,-,1,0,0
79992,30,0.25,7,R-skew,7,77,0.25,-8,Symm,7,0,0
79993,15,0.75,-20,-,1,41,0.2,2,-,1,1,1
79994,128,0.4,-45,-,1,54,0.4,5,-,1,0,0
79995,7,1,7,-,1,43,0.75,-39,-,1,0,0
79996,-1,1,-1,-,1,13,0.4,0,Symm,3,0,0
79997,11,1,11,-,1,19,0.99,-16,-,1,0,0
79998,34,0.2,9,-,1,29,0.4,0,-,1,0,0
79999,30,0.25,10,-,1,80,0.01,11,Symm,7,0,0
80000,23,1,23,-,1,64,0.1,19,L-skew,5,0,1
80001,-9,1,-9,-,1,-8,0.1,-14,R-skew,2,0,1
80002,-5,1,-5,-,1,93,0.2,-31,-,1,0,0
80003,49,0.2,-15,L-skew,6,23,0.05,-5,Symm,9,0,0
80004,13,1,13,-,1,15,0.95,-7,-,1,0,0
80005,16,1,16,-,1,45,0.5,-17,-,1,0,0
80006,7,0.99,1,-,1,13,0.75,12,-,1,0,1
80007,66,0.01,8,-,1,74,0.25,-18,-,1,0,1
80008,22,0.25,-13,-,1,2,0.1,-4,-,1,1,0
80009,30,0.1,7,-,1,9,0.05,5,R-skew,3,0,0
80010,22,0.4,22,-,1,55,0.2,7,-,1,0,1
80011,33,0.6,25,R-skew,2,37,0.95,13,-,1,0,0
80012,6,1,6,-,1,13,0.6,-13,-,1,0,0
80013,198,0.2,-12,-,1,33,0.75,7,L-skew,2,0,0
80014,29,1,29,-,1,28,0.75,4,-,1,0,1
80015,36,0.75,-25,-,1,21,1,21,Symm,7,0,0
80016,-4,1,-4,-,1,58,0.01,2,-,1,0,0
80017,2,1,2,-,1,61,0.5,-44,Symm,9,0,0
80018,8,1,8,-,1,40,0.5,-32,-,1,0,0
80019,-3,1,-3,-,1,1,0.75,-27,Symm,7,0,0
80020,45,0.6,-13,-,1,26,0.95,12,-,1,0,0
80021,15,0.9,-17,-,1,78,0.1,4,-,1,0,0
80022,21,1,21,-,1,65,0.5,-31,-,1,0,0
80023,36,0.25,-8,Symm,5,40,0.05,1,L-skew,3,0,0
80024,-3,1,-3,-,1,14,0.25,-4,Symm,9,0,0
80025,5,0.4,-8,-,1,23,0.25,-5,L-skew,5,1,1
80026,14,0.4,6,-,1,41,0.1,6,Symm,5,0,0
80027,26,0.6,-19,-,1,14,0.95,-33,-,1,0,0
80028,38,0.05,7,-,1,15,0.95,3,Symm,5,0,0
80029,209,0.25,-43,-,1,76,0.1,10,Symm,3,0,0
80030,2,1,2,-,1,31,0.5,-13,Symm,3,0,0
80031,-10,1,-10,-,1,12,0.4,-24,Symm,9,0,0
80032,11,1,11,-,1,68,0.5,-32,Symm,7,0,0
80033,29,0.99,-41,-,1,34,0.8,32,Symm,5,0,0
80034,20,1,20,-,1,74,0.1,24,Symm,9,0,0
80035,13,1,13,-,1,22,0.8,-3,Symm,7,0,1
80036,40,0.01,13,-,1,24,0.5,-5,-,1,0,0
80037,64,0.2,5,-,1,58,0.25,-1,-,1,0,1
80038,47,0.05,-12,-,1,6,0.1,-11,Symm,9,0,0
80039,57,0.2,23,-,1,58,0.25,17,-,1,0,0
80040,71,0.01,2,-,1,63,0.5,-42,Symm,9,0,0
80041,-5,1,-5,-,1,105,0.2,-38,-,1,0,0
80042,30,1,30,-,1,31,0.6,3,L-skew,4,0,1
80043,18,0.25,6,-,1,24,0.01,16,Symm,5,0,0
80044,8,1,8,-,1,6,0.6,0,-,1,0,0
80045,10,1,10,-,1,69,0.1,7,-,1,0,0
80046,19,0.95,-35,R-skew,4,40,0.5,-3,R-skew,4,0,0
80047,27,1,27,-,1,56,0.1,26,R-skew,3,0,0
80048,21,1,21,-,1,31,0.9,-33,-,1,0,0
80049,11,1,11,-,1,9,0.8,-4,Symm,3,0,0
80050,16,1,16,-,1,75,0.25,10,R-skew,2,0,0
80051,5,0.05,-10,-,1,-5,0.05,-15,-,1,1,0
80052,16,0.8,-13,-,1,186,0.05,3,-,1,0,0
80053,24,0.95,2,-,1,23,1,23,R-skew,5,0,0
80054,57,0.5,-41,-,1,15,0.99,-21,L-skew,2,0,0
80055,70,0.01,2,-,1,9,0.8,-13,-,1,0,0
80056,38,0.25,26,-,1,54,0.8,-34,Symm,3,0,0
80057,18,0.05,5,-,1,14,0.8,-6,L-skew,5,0,0
80058,-2,1,-2,-,1,20,0.6,-41,Symm,5,0,0
80059,186,0.1,-24,-,1,76,0.01,3,Symm,3,1,0
80060,-9,1,-9,-,1,35,0.1,-19,Symm,3,0,1
80061,44,0.25,8,Symm,9,124,0.1,4,-,1,0,1
80062,-2,1,-2,-,1,4,0.9,-17,-,1,0,1
80063,26,1,26,-,1,26,0.6,18,-,1,0,0
80064,22,0.99,-30,-,1,29,0.4,23,-,1,0,0
80065,18,1,18,-,1,24,0.95,23,L-skew,4,0,1
80066,27,0.4,20,-,1,67,0.6,-46,-,1,0,0
80067,-9,1,-9,-,1,79,0.1,-11,L-skew,5,0,0
80068,19,1,19,-,1,13,0.25,12,-,1,0,1
80069,20,0.99,-38,-,1,20,0.01,20,-,1,0,0
80070,41,0.6,-31,-,1,12,1,12,-,1,0,0
80071,-8,0.95,-20,-,1,39,0.01,-4,-,1,0,0
80072,15,1,15,-,1,15,0.01,10,Symm,9,0,0
80073,5,1,5,-,1,19,0.5,-11,R-skew,5,0,0
80074,23,1,23,-,1,22,0.9,-17,-,1,0,1
80075,31,0.95,-1,Symm,7,37,0.75,33,Symm,5,0,0
80076,26,0.4,9,-,1,61,0.1,9,-,1,-1,0
80077,44,0.8,-46,Symm,3,107,0.4,-24,L-skew,7,0,0
80078,-5,0.25,-8,R-skew,2,39,0.01,-20,-,1,0,0
80079,30,1,30,-,1,46,0.8,-36,R-skew,5,0,0
80080,8,1,8,-,1,22,0.6,-10,-,1,0,1
80081,-5,1,-5,-,1,79,0.1,-10,-,1,0,1
80082,49,0.2,-16,-,1,-3,0.01,-5,-,1,0,0
80083,20,1,20,-,1,32,0.6,-16,Symm,5,0,0
80084,0,1,0,-,1,2,0.75,-15,-,1,0,0
80085,17,0.1,-13,L-skew,6,58,0.05,-22,-,1,0,1
80086,6,0.25,-2,Symm,9,0,1,0,-,1,0,0
80087,23,0.01,12,L-skew,5,65,0.4,-21,-,1,0,0
80088,20,0.8,3,R-skew,4,35,0.4,1,-,1,0,0
80089,23,0.9,-17,-,1,38,0.8,-45,-,1,0,0
80090,-4,1,-4,-,1,62,0.25,-15,-,1,0,1
80091,14,1,14,-,1,19,0.6,11,L-skew,4,0,0
80092,22,1,22,-,1,35,0.4,12,-,1,0,0
80093,17,1,17,-,1,28,0.1,18,Symm,9,0,1
80094,1,1,1,-,1,-4,0.95,-40,-,1,0,1
80095,42,0.1,10,-,1,56,0.01,16,-,1,-1,0
80096,8,0.4,-17,-,1,51,0.2,-38,Symm,9,0,0
80097,38,0.2,14,-,1,77,0.4,-40,-,1,-1,1
80098,27,1,27,-,1,121,0.2,8,Symm,3,0,0
80099,46,0.2,15,R-skew,3,69,0.01,25,-,1,0,1
80100,25,0.99,9,-,1,76,0.5,-18,-,1,0,0
80101,109,0.1,-1,-,1,25,0.4,19,-,1,1,0
80102,46,0.1,8,-,1,25,0.8,-41,-,1,0,0
80103,17,0.01,-4,-,1,92,0.2,-32,Symm,9,-1,0
80104,27,0.05,14,-,1,53,0.1,12,-,1,0,0
80105,0,1,0,-,1,26,0.05,-7,-,1,0,0
80106,-8,1,-8,-,1,-8,1,-8,Symm,9,0,1
80107,11,1,11,-,1,32,0.2,13,Symm,7,0,0
80108,15,0.25,-18,Symm,5,-10,1,-10,Symm,7,0,0
80109,20,1,20,-,1,17,0.95,14,-,1,0,0
80110,23,1,23,-,1,79,0.5,-29,-,1,0,0
80111,19,1,19,-,1,21,0.8,-2,-,1,0,0
80112,-2,1,-2,-,1,6,0.8,-24,-,1,0,1
80113,28,0.95,-29,-,1,77,0.01,33,-,1,0,0
80114,-7,1,-7,-,1,2,0.4,-15,-,1,0,0
80115,-10,1,-10,-,1,-1,0.6,-28,Symm,5,0,0
80116,56,0.4,-36,-,1,19,0.2,-3,-,1,0,0
80117,95,0.25,3,-,1,37,0.9,-14,-,1,0,0
80118,30,0.5,0,-,1,54,0.01,20,L-skew,3,0,0
80119,0,1,0,-,1,6,0.4,1,-,1,0,0
80120,-6,1,-6,-,1,25,0.25,-16,L-skew,6,0,0
80121,30,1,30,-,1,89,0.4,-8,-,1,0,0
80122,37,0.75,5,-,1,32,0.8,16,Symm,7,0,0
80123,36,0.2,29,-,1,39,0.8,-4,Symm,5,0,1
80124,12,0.6,-33,-,1,32,0.25,-20,-,1,0,0
80125,2,1,2,-,1,13,0.1,5,-,1,0,1
80126,8,1,8,-,1,12,0.75,12,Symm,9,0,0
80127,10,0.8,-20,R-skew,3,73,0.2,-7,Symm,9,0,1
80128,72,0.5,-16,Symm,7,83,0.01,32,-,1,0,1
80129,4,0.4,-13,-,1,104,0.25,-35,Symm,9,0,0
80130,13,1,13,-,1,91,0.25,-16,R-skew,6,0,1
80131,-7,0.99,-39,-,1,-2,0.99,-4,-,1,1,0
80132,0,1,0,-,1,-2,0.6,-14,-,1,0,0
80133,10,0.1,0,R-skew,2,10,0.05,-4,-,1,0,0
80134,28,0.5,16,-,1,41,0.75,-9,-,1,0,0
80135,27,0.6,-6,-,1,56,0.1,-3,-,1,0,0
80136,12,1,12,-,1,13,0.6,11,R-skew,2,0,0
80137,11,1,11,-,1,115,0.25,-17,-,1,0,1
80138,19,1,19,-,1,76,0.4,-19,-,1,0,0
80139,22,0.2,13,-,1,26,0.8,-16,-,1,0,0
80140,28,1,28,-,1,45,0.2,28,-,1,0,1
80141,-8,1,-8,-,1,74,0.1,-13,-,1,0,0
80142,15,0.95,-17,-,1,15,0.9,-4,R-skew,4,0,1
80143,26,1,26,-,1,30,0.75,8,-,1,0,0
80144,94,0.4,-28,-,1,143,0.4,-44,Symm,7,1,0
80145,9,1,9,-,1,41,0.4,-5,Symm,3,0,0
80146,3,0.8,-47,L-skew,3,9,0.4,-17,R-skew,3,0,0
80147,0,1,0,Symm,7,18,0.5,-9,R-skew,3,0,0
80148,37,0.5,13,-,1,31,0.8,13,R-skew,5,0,0
80149,38,0.5,6,Symm,3,35,0.6,-25,L-skew,5,0,0
80150,23,0.95,-5,Symm,9,126,0.4,-41,-,1,0,1
80151,8,1,8,-,1,23,0.4,-17,-,1,0,0
80152,23,0.6,15,L-skew,3,13,0.4,12,-,1,0,0
80153,3,1,3,-,1,98,0.1,-9,R-skew,2,0,0
80154,117,0.05,23,-,1,64,0.05,23,L-skew,2,1,1
80155,11,0.6,-16,-,1,42,0.01,-5,Symm,7,0,0
80156,79,0.4,-4,-,1,50,0.25,34,L-skew,6,1,0
80157,36,0.4,16,-,1,58,0.2,22,L-skew,5,0,0
80158,-5,0.95,-21,-,1,-6,1,-6,R-skew,5,0,0
80159,38,0.6,-4,Symm,5,24,0.99,-20,-,1,1,0
80160,16,1,16,-,1,23,0.25,13,R-skew,5,0,0
80161,0,0.8,-10,R-skew,8,-1,0.8,-22,L-skew,5,0,0
80162,-6,0.99,-25,R-skew,3,37,0.2,-19,Symm,7,0,0
80163,3,1,3,-,1,47,0.5,-30,-,1,0,1
80164,24,1,24,-,1,71,0.2,15,-,1,0,0
80165,42,0.5,-28,-,1,12,0.75,-16,R-skew,2,0,0
80166,37,0.05,20,-,1,77,0.4,-15,Symm,5,0,0
80167,26,1,26,-,1,32,0.25,22,R-skew,2,0,0
80168,13,1,13,-,1,18,0.6,9,-,1,0,0
80169,-4,1,-4,-,1,2,0.8,-42,R-skew,8,0,0
80170,30,1,30,-,1,41,0.9,21,-,1,0,1
80171,29,1,29,-,1,64,0.5,-12,-,1,0,0
80172,14,1,14,-,1,37,0.2,9,Symm,5,0,0
80173,36,0.01,13,Symm,5,78,0.2,-4,-,1,0,0
80174,21,1,21,-,1,67,0.5,-35,Symm,9,0,0
80175,28,1,28,Symm,5,74,0.4,6,L-skew,3,0,0
80176,1,0.75,-6,-,1,6,0.6,-4,-,1,0,0
80177,35,0.5,7,Symm,5,16,0.01,12,-,1,0,1
80178,19,1,19,-,1,29,0.1,9,L-skew,6,0,0
80179,7,0.05,4,Symm,7,47,0.4,-24,Symm,3,0,0
80180,71,0.1,21,L-skew,2,54,0.5,4,Symm,7,0,1
80181,25,1,25,-,1,32,0.5,3,Symm,3,0,0
80182,82,0.25,-19,-,1,13,0.8,-23,-,1,0,0
80183,0,1,0,-,1,28,0.01,0,R-skew,6,0,0
80184,227,0.1,-13,L-skew,7,36,0.5,-12,Symm,7,0,1
80185,25,0.75,-11,Symm,5,39,0.2,18,-,1,0,0
80186,-4,0.1,-7,Symm,3,24,0.25,-9,-,1,0,0
80187,10,1,10,-,1,62,0.5,-29,-,1,0,0
80188,-2,1,-2,-,1,5,0.9,-17,Symm,7,0,1
80189,8,1,8,-,1,21,0.75,-6,Symm,5,0,1
80190,37,0.5,21,Symm,7,42,0.1,33,Symm,7,0,0
80191,3,1,3,L-skew,4,30,0.25,-7,-,1,0,0
80192,85,0.5,-29,Symm,9,98,0.4,-15,-,1,-1,0
80193,-1,1,-1,-,1,-6,0.5,-6,R-skew,6,0,1
80194,18,1,18,-,1,24,0.1,8,R-skew,7,0,0
80195,27,1,27,-,1,41,0.75,9,-,1,0,0
80196,63,0.05,1,-,1,173,0.1,-15,Symm,3,0,1
80197,25,0.4,-7,-,1,69,0.05,7,-,1,1,0
80198,23,1,23,-,1,21,0.99,15,R-skew,6,0,0
80199,22,1,22,-,1,31,0.8,19,R-skew,5,0,0
80200,5,1,5,-,1,14,0.99,9,-,1,0,0
80201,34,0.6,9,Symm,7,58,0.6,-38,Symm,5,0,0
80202,8,0.5,-14,-,1,-5,0.95,-11,-,1,0,0
80203,13,1,13,-,1,23,0.25,2,R-skew,2,0,1
80204,24,0.5,10,R-skew,5,18,0.8,13,-,1,0,0
80205,25,0.8,11,-,1,32,0.25,15,Symm,5,0,0
80206,-3,0.9,-4,-,1,-1,0.9,-21,-,1,0,0
80207,29,1,29,-,1,53,0.5,-4,-,1,0,0
80208,17,1,17,-,1,22,0.1,19,-,1,0,0
80209,16,0.2,1,Symm,3,15,0.25,3,Symm,3,0,1
80210,27,1,27,-,1,137,0.25,-9,-,1,0,0
80211,4,1,4,-,1,13,0.95,-42,Symm,3,0,0
80212,29,1,29,-,1,42,0.01,41,L-skew,5,0,0
80213,44,0.25,-12,-,1,91,0.05,-5,-,1,0,0
80214,24,0.5,-12,-,1,16,0.9,-1,-,1,0,1
80215,10,1,10,R-skew,4,24,0.75,-21,L-skew,2,0,0
80216,99,0.2,-16,-,1,44,0.6,-27,-,1,-1,0
80217,12,1,12,-,1,14,0.8,-13,Symm,5,0,0
80218,15,1,15,-,1,23,0.8,-23,Symm,9,0,0
80219,0,1,0,-,1,52,0.25,-17,Symm,9,0,1
80220,17,1,17,-,1,16,0.9,14,-,1,0,0
80221,29,1,29,-,1,58,0.75,-47,Symm,9,0,0
80222,42,0.1,15,Symm,5,16,0.6,0,R-skew,6,0,0
80223,30,0.99,29,-,1,28,0.75,23,-,1,1,0
80224,18,1,18,-,1,33,0.5,10,Symm,9,0,1
80225,51,0.5,5,L-skew,4,26,0.6,20,Symm,3,-1,1
80226,28,1,28,-,1,93,0.2,20,L-skew,2,0,0
80227,16,1,16,-,1,21,0.95,-26,Symm,7,0,0
80228,3,1,3,-,1,25,0.6,-21,L-skew,3,0,0
80229,42,0.25,21,Symm,3,25,0.8,19,-,1,0,0
80230,75,0.1,-4,R-skew,4,44,0.5,-36,Symm,5,0,0
80231,50,0.75,-34,Symm,9,61,0.6,-15,Symm,7,0,0
80232,8,0.05,-5,-,1,-4,1,-4,R-skew,4,0,0
80233,64,0.25,-23,-,1,40,0.05,-6,-,1,0,0
80234,3,0.99,-8,-,1,30,0.4,7,L-skew,2,0,0
80235,10,0.2,-11,-,1,17,0.2,-1,-,1,0,0
80236,-10,1,-10,-,1,64,0.1,-14,L-skew,6,0,0
80237,31,0.25,18,Symm,9,36,0.75,-20,-,1,0,0
80238,13,1,13,-,1,16,0.9,-32,-,1,0,0
80239,0,1,0,-,1,78,0.2,-32,-,1,0,0
80240,13,1,13,-,1,49,0.5,-17,-,1,0,0
80241,43,0.4,-22,Symm,5,49,0.01,2,-,1,0,0
80242,-5,1,-5,-,1,6,0.2,-10,-,1,0,0
80243,100,0.01,-6,-,1,14,0.01,-3,Symm,7,0,0
80244,60,0.2,6,-,1,8,0.99,-30,Symm,5,1,0
80245,10,1,10,-,1,31,0.5,-11,-,1,0,0
80246,31,0.8,10,-,1,20,0.95,-30,Symm,3,0,0
80247,16,1,16,-,1,59,0.05,16,Symm,3,0,1
80248,35,0.25,24,-,1,91,0.4,-2,-,1,0,1
80249,20,1,20,-,1,34,0.4,13,Symm,9,0,0
80250,8,1,8,-,1,39,0.6,-22,-,1,0,1
80251,54,0.25,-30,Symm,3,10,0.2,-11,-,1,-1,0
80252,-4,1,-4,-,1,-5,0.95,-40,-,1,0,0
80253,27,1,27,-,1,32,0.8,-13,-,1,0,0
80254,6,0.05,3,-,1,4,0.5,-6,Symm,7,-1,0
80255,36,0.05,22,-,1,25,0.9,15,Symm,3,0,0
80256,16,1,16,-,1,78,0.05,14,Symm,9,0,0
80257,11,1,11,-,1,38,0.05,20,-,1,0,0
80258,13,1,13,-,1,18,0.99,2,-,1,0,0
80259,-2,0.9,-26,L-skew,2,7,0.5,-18,-,1,0,0
80260,2,1,2,-,1,23,0.6,-30,Symm,5,0,0
80261,28,1,28,-,1,61,0.01,30,R-skew,3,0,1
80262,-5,1,-5,-,1,7,0.2,-25,-,1,0,0
80263,73,0.25,0,L-skew,6,17,0.99,-39,-,1,0,0
80264,31,0.25,7,R-skew,4,18,0.5,12,-,1,0,0
80265,80,0.01,4,Symm,7,69,0.01,3,-,1,0,0
80266,-3,1,-3,-,1,-3,1,-3,R-skew,4,0,1
80267,20,1,20,Symm,9,84,0.1,6,Symm,9,0,0
80268,16,0.95,-16,L-skew,6,52,0.5,-33,-,1,0,0
80269,6,1,6,-,1,21,0.6,-12,R-skew,4,0,0
80270,16,1,16,-,1,58,0.5,-22,Symm,7,0,0
80271,46,0.1,-2,Symm,3,17,0.6,-17,Symm,7,0,0
80272,5,1,5,-,1,60,0.4,-20,-,1,0,0
80273,6,0.1,-6,-,1,29,0.2,-13,L-skew,5,0,1
80274,0,0.95,-4,-,1,32,0.25,-10,Symm,3,0,0
80275,19,1,19,-,1,71,0.5,-41,-,1,0,0
80276,-9,1,-9,-,1,-5,0.8,-16,-,1,0,0
80277,40,0.8,-17,-,1,37,0.4,13,-,1,0,0
80278,9,0.4,-8,Symm,3,45,0.4,-29,Symm,3,-1,0
80279,58,0.6,-20,-,1,31,0.5,22,-,1,0,0
80280,48,0.1,26,L-skew,5,34,0.6,16,Symm,3,-1,0
80281,14,0.75,-50,-,1,23,0.1,0,Symm,5,0,0
80282,9,1,9,-,1,2,0.6,-4,-,1,0,0
80283,1,0.99,-1,-,1,21,0.25,-7,Symm,5,0,0
80284,7,1,7,-,1,40,0.4,-17,Symm,9,0,0
80285,89,0.1,-11,-,1,55,0.05,-13,-,1,0,0
80286,55,0.4,-42,-,1,5,0.8,-45,Symm,7,0,0
80287,21,1,21,-,1,25,0.6,16,-,1,0,0
80288,1,1,1,-,1,6,0.6,0,Symm,7,0,0
80289,24,0.2,9,Symm,9,15,0.95,-18,-,1,0,0
80290,36,0.4,-14,R-skew,2,21,0.75,-35,-,1,0,0
80291,189,0.1,9,-,1,33,0.8,14,L-skew,4,0,1
80292,21,1,21,-,1,33,0.2,20,Symm,5,0,0
80293,2,1,2,-,1,9,0.95,-22,Symm,5,0,0
80294,10,1,10,-,1,82,0.4,-28,-,1,0,0
80295,6,1,6,-,1,6,1,6,R-skew,8,0,0
80296,12,0.1,-5,Symm,3,47,0.25,-16,-,1,0,0
80297,26,1,26,-,1,53,0.6,-21,L-skew,5,0,0
80298,-10,1,-10,-,1,10,0.5,-27,-,1,0,1
80299,17,0.1,3,-,1,62,0.25,-11,-,1,1,0
80300,2,0.9,-1,L-skew,4,5,0.25,0,Symm,7,0,0
80301,17,1,17,-,1,21,0.9,5,-,1,0,0
80302,31,0.05,24,-,1,34,0.25,23,Symm,5,0,1
80303,-3,1,-3,-,1,37,0.25,-28,Symm,9,0,0
80304,94,0.05,14,-,1,23,0.6,16,-,1,0,0
80305,20,1,20,-,1,30,0.5,23,L-skew,3,0,0
80306,43,0.25,-9,-,1,28,0.01,1,-,1,0,0
80307,11,0.4,4,-,1,46,0.01,4,-,1,0,0
80308,2,0.95,-31,L-skew,4,16,0.01,-7,L-skew,5,0,0
80309,0,1,0,-,1,5,0.05,5,Symm,7,0,0
80310,91,0.05,22,L-skew,6,44,0.25,14,-,1,0,0
80311,27,1,27,-,1,49,0.5,-4,Symm,9,0,0
80312,16,1,16,-,1,46,0.4,-8,R-skew,4,0,0
80313,-6,0.25,-9,Symm,9,57,0.05,-11,R-skew,5,0,0
80314,21,1,21,-,1,117,0.25,-12,R-skew,4,0,0
80315,21,0.6,19,-,1,46,0.05,24,-,1,1,0
80316,22,1,22,-,1,86,0.5,-48,-,1,0,0
80317,71,0.5,-15,-,1,28,1,28,Symm,7,0,0
80318,39,0.75,-29,L-skew,2,22,1,22,R-skew,4,0,0
80319,24,0.75,-24,-,1,12,0.99,-7,R-skew,2,0,0
80320,0,1,0,-,1,-1,0.8,-37,-,1,0,1
80321,1,1,1,-,1,5,0.2,-5,R-skew,8,0,0
80322,-5,1,-5,-,1,17,0.05,-3,-,1,0,0
80323,5,1,5,-,1,47,0.01,4,Symm,7,0,0
80324,22,1,22,-,1,48,0.4,2,Symm,7,0,0
80325,8,1,8,-,1,9,0.6,-1,-,1,0,0
80326,15,0.8,-20,Symm,9,32,0.1,-1,-,1,0,1
80327,31,0.25,-13,R-skew,3,-2,0.75,-10,Symm,9,0,0
80328,65,0.2,4,-,1,22,0.1,15,Symm,3,0,1
80329,61,0.25,13,-,1,33,0.4,14,Symm,9,0,0
80330,93,0.4,-44,-,1,9,0.6,8,R-skew,8,0,0
80331,59,0.05,4,Symm,5,11,0.75,-13,L-skew,4,0,0
80332,238,0.2,-32,L-skew,6,70,0.4,-18,Symm,9,0,1
80333,14,1,14,-,1,87,0.1,6,Symm,9,0,0
80334,10,0.8,-21,R-skew,3,4,1,4,Symm,9,0,0
80335,17,1,17,-,1,71,0.5,-26,-,1,0,0
80336,37,0.01,19,-,1,86,0.01,11,R-skew,4,0,0
80337,25,0.8,22,Symm,3,35,0.75,17,-,1,0,0
80338,83,0.05,-6,-,1,0,0.6,-39,-,1,0,1
80339,20,1,20,-,1,93,0.01,12,Symm,5,0,0
80340,8,0.6,-25,Symm,7,65,0.1,-13,L-skew,4,0,1
80341,25,0.8,-5,-,1,31,0.1,15,-,1,0,0
80342,15,1,15,-,1,50,0.6,-20,Symm,9,0,0
80343,31,0.25,18,-,1,21,0.95,16,-,1,0,0
80344,50,0.25,-18,-,1,56,0.01,-7,Symm,3,0,1
80345,45,0.5,-21,Symm,7,72,0.2,-7,-,1,0,0
80346,27,0.25,18,-,1,68,0.5,-20,Symm,3,0,0
80347,25,0.01,0,-,1,129,0.25,-33,Symm,5,0,1
80348,58,0.2,19,-,1,99,0.1,22,-,1,0,0
80349,-10,1,-10,Symm,9,43,0.01,-9,-,1,0,0
80350,64,0.2,3,-,1,14,0.25,11,-,1,0,0
80351,-2,1,-2,-,1,-2,0.8,-14,R-skew,8,0,0
80352,-3,1,-3,-,1,50,0.01,8,L-skew,2,0,0
80353,78,0.2,7,-,1,25,0.95,23,Symm,5,0,0
80354,5,0.9,-29,-,1,13,0.5,-9,Symm,7,0,0
80355,38,0.1,0,-,1,38,0.25,-7,-,1,0,0
80356,55,0.05,6,-,1,61,0.4,-31,Symm,5,0,0
80357,19,0.2,4,L-skew,3,12,0.8,-11,-,1,-1,0
80358,8,1,8,-,1,97,0.25,-18,-,1,0,0
80359,100,0.2,-30,-,1,79,0.1,-4,-,1,0,1
80360,-2,1,-2,-,1,69,0.1,-14,-,1,0,0
80361,7,0.99,-7,-,1,65,0.01,13,-,1,0,0
80362,27,1,27,-,1,73,0.2,18,Symm,3,0,0
80363,73,0.01,16,-,1,22,0.5,4,Symm,7,0,0
80364,30,0.5,-38,L-skew,6,-4,1,-4,-,1,0,0
80365,6,1,6,-,1,25,0.6,-30,-,1,0,1
80366,39,0.5,1,-,1,47,0.6,2,-,1,0,0
80367,55,0.25,8,-,1,15,0.4,10,R-skew,6,0,0
80368,-10,1,-10,-,1,5,0.01,-8,-,1,0,0
80369,6,1,6,-,1,43,0.01,4,L-skew,3,0,0
80370,-1,0.75,-17,-,1,52,0.05,-8,-,1,0,0
80371,23,1,23,-,1,49,0.1,22,Symm,7,0,0
80372,28,1,28,-,1,89,0.1,29,-,1,0,1
80373,46,0.5,-14,-,1,27,0.95,-20,Symm,7,0,0
80374,6,1,6,-,1,22,0.6,-19,R-skew,2,0,1
80375,39,0.5,-25,Symm,5,13,0.95,-17,-,1,-1,0
80376,42,0.5,14,-,1,28,1,28,R-skew,6,0,0
80377,19,1,19,R-skew,2,47,0.1,8,-,1,0,1
80378,23,1,23,-,1,22,0.8,-13,-,1,0,0
80379,33,0.75,-6,Symm,5,28,0.95,-49,R-skew,5,-1,0
80380,31,0.25,24,-,1,83,0.05,32,-,1,0,0
80381,23,0.4,21,-,1,22,1,22,Symm,9,0,0
80382,-6,1,-6,-,1,-9,0.99,-19,-,1,0,0
80383,143,0.2,-7,-,1,40,0.25,23,Symm,5,0,1
80384,-4,0.6,-16,-,1,9,0.4,-7,-,1,0,0
80385,6,1,6,-,1,45,0.25,-14,-,1,0,1
80386,-4,1,-4,-,1,71,0.2,-18,Symm,5,0,0
80387,15,1,15,-,1,11,0.99,-34,-,1,0,0
80388,42,0.75,-38,-,1,54,0.2,6,-,1,-1,0
80389,46,0.01,17,R-skew,6,8,0.75,-2,-,1,1,0
